NOME;ANO;Instituição de Ensino;CONSULTA;INSTITUICAO_ENSINO_ALUNO;FASE;TURMA;SINALIZADOR_INGRESSANTE;IDADE_ALUNO;GÊNERO;PEDRA;ATINGIU_PV;INDE;IAA;IEG;IPS;IDA;IPP;REC_EQUIPE_1;REC_EQUIPE_2;REC_EQUIPE_3;REC_EQUIPE_4;IPV;IAN;NIVEL_IDEAL;DEFASAGEM
ALUNO-1128;2021;Rede Decisão;Escola Privada;Escola Privada;4;F;Veterano;15;INFO INDISPONÍVEL;Ametista;MANTIDO;7.96;9.2;8.9;5.0;8.1;8.8;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;8.9;5;NÃ­vel 5 (1o EM);-1.0
ALUNO-1129;2021;Escola Pública;Escola Pública;Escola Pública;2;I;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;7.26;6.8;7.9;6.9;4.6;7.7;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.1;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-1130;2021;Rede Decisão;Escola Privada;Escola Privada;2;N;Veterano;12;INFO INDISPONÍVEL;Topázio;MANTIDO;9.11;10.0;10.0;7.5;9.5;9.8;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;9.9;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1131;2021;Escola Pública;Escola Pública;Escola Pública;3;M;Veterano;14;INFO INDISPONÍVEL;Ágata;MANTIDO;5.77;7.1;5.6;7.5;4.1;6.9;Mantido na Fase atual;Alocado em Fase anterior;Mantido na Fase atual;NÃ£o avaliado;6.0;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-1132;2021;Rede Decisão;Escola Privada;Escola Privada;7;A;Veterano;18;INFO INDISPONÍVEL;Ametista;AVANÇO;7.58;7.1;8.6;7.5;8.0;8.3;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;7.4;5;NÃ­vel 8 (UniversitÃ¡rios);-1.0
ALUNO-1136;2021;Escola Pública;Escola Pública;Escola Pública;4;E;Veterano;15;INFO INDISPONÍVEL;Topázio;AVANÇO;8.29;8.8;9.2;7.5;8.2;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;9.1;5;NÃ­vel 5 (1o EM);-1.0
ALUNO-1139;2021;Escola Pública;Escola Pública;Escola Pública;3;C;Veterano;13;INFO INDISPONÍVEL;Ágata;QUEDA;6.50;8.8;5.8;7.5;5.0;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;7.3;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-1140;2021;Escola Pública;Escola Pública;Escola Pública;5;B;Ingressante;15;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.54;7.5;6.1;7.5;5.5;7.8;Promovido de Fase + Bolsa;Alocado em Fase anterior;Promovido de Fase + Bolsa;Mantido na Fase atual;7.2;5;NÃ­vel 7 (3o EM);-2.0
ALUNO-1141;2021;Escola Pública;Escola Pública;Escola Pública;2;P;Veterano;14;INFO INDISPONÍVEL;Ametista;AVANÇO;6.97;7.4;5.0;7.5;6.9;8.1;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;8.9;5;NÃ­vel 4 (9o ano);-2.0
ALUNO-1143;2021;Escola Pública;Escola Pública;Escola Pública;0;O;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.15;8.5;10.0;3.8;6.3;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.1;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-1146;2021;Escola Pública;Escola Pública;Escola Pública;3;A;Ingressante;13;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.78;9.6;7.2;7.5;6.1;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.3;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1147;2021;Escola Pública;Escola Pública;Escola Pública;5;L;Ingressante;15;INFO INDISPONÍVEL;Ametista;INGRESSANTE;8.18;9.6;8.1;7.5;8.9;8.8;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;8.6;5;NÃ­vel 6 (2o EM);-1.0
ALUNO-1149;2021;Escola Pública;Escola Pública;Escola Pública;0;P;Veterano;11;INFO INDISPONÍVEL;Ágata;MANTIDO;5.83;9.0;4.2;7.5;5.4;5.0;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;6.3;5;NÃ­vel 2 (5o e 6o ano);-2.0
ALUNO-1150;2021;Escola Pública;Escola Pública;Escola Pública;1;G;Veterano;10;INFO INDISPONÍVEL;Ametista;QUEDA;7.32;8.0;8.8;7.5;5.8;8.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.6;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1151;2021;Escola Pública;Escola Pública;Escola Pública;3;L;Ingressante;13;INFO INDISPONÍVEL;Ágata;INGRESSANTE;5.93;0.0;5.3;7.5;7.8;7.9;Promovido de Fase;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;6.3;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-1155;2021;Escola Pública;Escola Pública;Escola Pública;0;R;Ingressante;9;INFO INDISPONÍVEL;Topázio;INGRESSANTE;9.05;9.5;10.0;7.5;7.7;8.4;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;NÃ£o avaliado;NÃ£o avaliado;9.8;10;ALFA  (2o e 3o ano);0.0
ALUNO-1156;2021;Escola Pública;Escola Pública;Escola Pública;4;A;Ingressante;14;INFO INDISPONÍVEL;Ágata;QUEDA;6.73;8.8;5.3;5.6;6.5;7.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;6.2;10;NÃ­vel 4 (9o ano);0.0
ALUNO-1157;2021;Escola Pública;Escola Pública;Escola Pública;0;R;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.63;7.5;6.7;7.5;7.1;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;8.2;10;ALFA  (2o e 3o ano);0.0
ALUNO-1159;2021;Rede Decisão;Escola Privada;Escola Privada;5;L;Veterano;16;INFO INDISPONÍVEL;Ametista;QUEDA;8.01;8.8;8.3;7.5;8.6;8.3;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;8.4;5;NÃ­vel 6 (2o EM);-1.0
ALUNO-1160;2021;Escola Pública;Escola Pública;Escola Pública;4;A;Ingressante;14;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.13;7.9;5.8;7.5;5.8;8.0;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;7.4;10;NÃ­vel 4 (9o ano);0.0
ALUNO-1161;2021;Escola Pública;Escola Pública;Escola Pública;3;L;Veterano;15;INFO INDISPONÍVEL;Ágata;MANTIDO;6.46;7.9;6.1;3.8;6.9;5.8;Promovido de Fase;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;8.1;5;NÃ­vel 5 (1o EM);-2.0
ALUNO-1164;2021;Escola Pública;Escola Pública;Escola Pública;0;S;Ingressante;9;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.57;9.0;5.0;7.5;6.2;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.2;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-1165;2021;Escola Pública;Escola Pública;Escola Pública;3;F;Veterano;14;INFO INDISPONÍVEL;Ametista;MANTIDO;7.76;7.9;8.6;7.5;7.2;7.7;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;8.9;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-1166;2021;Escola Pública;Escola Pública;Escola Pública;2;E;Veterano;14;INFO INDISPONÍVEL;Quartzo;MANTIDO;3.98;0.0;2.1;6.9;3.5;5.4;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;5.7;5;NÃ­vel 4 (9o ano);-2.0
ALUNO-1167;2021;Escola Pública;Escola Pública;Escola Pública;2;G;Veterano;10;INFO INDISPONÍVEL;Ágata;QUEDA;6.29;10.0;6.3;7.5;1.8;6.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.2;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-1168;2021;Escola Pública;Escola Pública;Escola Pública;1;M;Veterano;12;INFO INDISPONÍVEL;Ametista;MANTIDO;8.10;9.5;9.6;7.5;6.9;8.1;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;9.0;5;NÃ­vel 3 (7o e 8o ano);-2.0
ALUNO-1170;2021;Escola Pública;Escola Pública;Escola Pública;1;E;Veterano;10;INFO INDISPONÍVEL;Quartzo;QUEDA;4.28;9.5;1.3;8.1;0.0;7.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;5.2;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1171;2021;Rede Decisão;Escola Privada;Escola Privada;3;F;Veterano;13;INFO INDISPONÍVEL;Topázio;MANTIDO;9.03;8.8;8.9;6.3;9.2;9.2;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;9.9;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1174;2021;Rede Decisão;Escola Privada;Escola Privada;6;C;Veterano;16;INFO INDISPONÍVEL;Ágata;QUEDA;6.78;8.3;7.2;3.8;6.0;6.7;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;6.3;10;NÃ­vel 6 (2o EM);0.0
ALUNO-1175;2021;Escola Pública;Escola Pública;Escola Pública;1;J;Veterano;11;INFO INDISPONÍVEL;Ágata;AVANÇO;5.92;8.0;6.3;7.5;2.2;8.4;NÃ£o avaliado;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.7;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1176;2021;Rede Decisão;Escola Privada;Escola Privada;5;B;Veterano;16;INFO INDISPONÍVEL;Ametista;MANTIDO;8.00;9.2;6.9;8.1;8.5;8.4;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;9.3;5;NÃ­vel 6 (2o EM);-1.0
ALUNO-1181;2021;Escola Pública;Escola Pública;Escola Pública;1;F;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;7.96;9.0;9.6;5.6;7.6;8.1;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.7;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1182;2021;Escola Pública;Escola Pública;Escola Pública;0;L;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.01;7.4;8.3;7.5;4.4;6.6;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;6.6;10;ALFA  (2o e 3o ano);0.0
ALUNO-1183;2021;Escola Pública;Escola Pública;Escola Pública;1;B;Ingressante;11;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.61;8.5;9.2;7.5;6.4;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.3;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1190;2021;Escola Pública;Escola Pública;Escola Pública;2;M;Veterano;12;INFO INDISPONÍVEL;Ametista;MANTIDO;7.55;8.5;8.8;7.5;6.1;8.1;Promovido de Fase;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;8.3;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1191;2021;Rede Decisão;Escola Privada;Escola Privada;3;A;Ingressante;13;INFO INDISPONÍVEL;Quartzo;QUEDA;4.62;7.5;2.5;4.4;1.9;7.1;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;4.2;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1195;2021;Escola Pública;Escola Pública;Escola Pública;3;B;Veterano;12;INFO INDISPONÍVEL;Topázio;AVANÇO;8.32;9.2;8.6;7.5;7.4;7.9;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;8.3;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1196;2021;Escola Pública;Escola Pública;Escola Pública;7;A;Ingressante;17;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.89;9.2;6.9;7.5;6.1;8.3;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;9.0;10;ERRO;0.0
ALUNO-1197;2021;Rede Decisão;Escola Privada;Escola Privada;7;A;Veterano;17;INFO INDISPONÍVEL;Ametista;MANTIDO;8.04;8.3;8.3;7.5;7.8;7.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;7.3;10;NÃ­vel 7 (3o EM);0.0
ALUNO-1198;2021;Escola Pública;Escola Pública;Escola Pública;2;J;Veterano;12;INFO INDISPONÍVEL;Quartzo;QUEDA;4.81;9.5;3.3;5.0;2.4;6.7;Alocado em Fase anterior;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;5.3;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1199;2021;Escola Pública;Escola Pública;Escola Pública;0;S;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.03;8.5;8.3;7.5;4.9;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.7;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-1201;2021;Rede Decisão;Escola Privada;Escola Privada;7;A;Veterano;17;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.03;7.1;6.1;5.6;6.5;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;7.1;10;NÃ­vel 7 (3o EM);0.0
ALUNO-1204;2021;Escola Pública;Escola Pública;Escola Pública;1;G;Ingressante;11;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.80;10.0;9.6;7.5;6.9;8.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;NÃ£o avaliado;9.6;10;NÃ­vel 1 (4o ano);0.0
ALUNO-1205;2021;Escola Pública;Escola Pública;Escola Pública;2;A;Veterano;10;INFO INDISPONÍVEL;Ametista;QUEDA;8.04;8.5;9.2;7.5;5.5;7.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.9;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-1206;2021;Escola Pública;Escola Pública;Escola Pública;0;T;Ingressante;9;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.87;8.5;10.0;7.5;7.6;8.1;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;NÃ£o avaliado;9.7;10;ALFA  (2o e 3o ano);0.0
ALUNO-1210;2021;Escola Pública;Escola Pública;Escola Pública;0;L;Ingressante;9;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.25;8.0;10.0;7.5;6.8;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;8.0;10;ALFA  (2o e 3o ano);0.0
ALUNO-1211;2021;Escola Pública;Escola Pública;Escola Pública;0;L;Ingressante;9;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.75;8.4;6.7;7.5;4.8;6.6;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;6.1;10;ALFA  (2o e 3o ano);0.0
ALUNO-1212;2021;Escola Pública;Escola Pública;Escola Pública;1;G;Ingressante;11;INFO INDISPONÍVEL;Ágata;INGRESSANTE;5.70;9.0;4.2;6.3;3.3;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.2;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1214;2021;Escola Pública;Escola Pública;Escola Pública;1;M;Ingressante;11;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.50;10.0;10.0;7.5;3.0;8.1;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;9.2;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1215;2021;Escola Pública;Escola Pública;Escola Pública;1;B;Ingressante;11;INFO INDISPONÍVEL;Ametista;QUEDA;7.40;9.5;10.0;2.5;6.3;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.4;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1217;2021;Rede Decisão;Escola Privada;Escola Privada;3;A;Veterano;14;INFO INDISPONÍVEL;Ametista;MANTIDO;8.18;8.8;8.6;7.5;7.6;9.2;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;9.5;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-1219;2021;Rede Decisão;Escola Privada;Escola Privada;5;B;Veterano;14;INFO INDISPONÍVEL;Ametista;MANTIDO;8.20;7.9;7.5;7.5;7.9;8.6;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;8.6;10;NÃ­vel 4 (9o ano);1.0
ALUNO-1221;2021;Escola Pública;Escola Pública;Escola Pública;2;N;Ingressante;12;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.62;9.0;10.0;7.5;8.0;9.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;9.4;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1223;2021;Escola Pública;Escola Pública;Escola Pública;2;R;Veterano;12;INFO INDISPONÍVEL;Ágata;QUEDA;6.78;6.8;8.3;8.1;4.7;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.8;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1226;2021;Escola Pública;Escola Pública;Escola Pública;2;R;Veterano;12;INFO INDISPONÍVEL;Ágata;QUEDA;6.62;5.3;8.3;8.1;4.7;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.8;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1228;2021;Escola Pública;Escola Pública;Escola Pública;3;L;Veterano;12;INFO INDISPONÍVEL;Quartzo;QUEDA;3.60;0.0;0.6;7.5;3.1;6.3;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;2.5;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1229;2021;Escola Pública;Escola Pública;Escola Pública;1;J;Veterano;10;INFO INDISPONÍVEL;Ágata;QUEDA;5.59;9.5;5.8;4.4;0.7;8.1;NÃ£o avaliado;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.9;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1230;2021;Rede Decisão;Escola Privada;Escola Privada;4;G;Veterano;13;INFO INDISPONÍVEL;Ametista;MANTIDO;7.71;7.1;8.6;6.9;5.8;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;8.1;10;NÃ­vel 3 (7o e 8o ano);1.0
ALUNO-1231;2021;Escola Pública;Escola Pública;Escola Pública;2;E;Veterano;13;INFO INDISPONÍVEL;Quartzo;MANTIDO;4.13;0.0;1.7;6.3;3.1;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;6.5;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1232;2021;Escola Pública;Escola Pública;Escola Pública;2;H;Veterano;13;INFO INDISPONÍVEL;Quartzo;MANTIDO;2.72;0.0;0.8;7.5;0.9;6.3;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;2.5;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1233;2021;Rede Decisão;Escola Privada;Escola Privada;5;F;Veterano;15;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.42;9.6;6.7;5.0;7.8;7.7;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase;Promovido de Fase;6.5;10;NÃ­vel 5 (1o EM);0.0
ALUNO-1234;2021;Escola Pública;Escola Pública;Escola Pública;0;L;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.23;8.5;6.7;7.5;5.6;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.2;10;ALFA  (2o e 3o ano);0.0
ALUNO-1237;2021;Escola Pública;Escola Pública;Escola Pública;3;F;Ingressante;14;INFO INDISPONÍVEL;Quartzo;QUEDA;4.37;6.7;2.2;7.5;2.3;7.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;4.2;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-1239;2021;Escola Pública;Escola Pública;Escola Pública;1;R;Ingressante;11;INFO INDISPONÍVEL;Ágata;INGRESSANTE;5.57;8.5;5.8;7.5;2.0;7.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;5.9;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1240;2021;Escola Pública;Escola Pública;Escola Pública;2;K;Ingressante;12;INFO INDISPONÍVEL;Ametista;INGRESSANTE;6.92;7.4;7.9;7.5;4.3;7.9;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.5;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1242;2021;Escola Pública;Escola Pública;Escola Pública;1;G;Ingressante;11;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;5.51;7.4;4.6;7.5;2.4;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.6;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1244;2021;Escola Pública;Escola Pública;Escola Pública;1;B;Veterano;10;INFO INDISPONÍVEL;Ametista;QUEDA;7.39;10.0;8.8;7.5;5.8;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.4;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1248;2021;Rede Decisão;Escola Privada;Escola Privada;3;G;Veterano;14;INFO INDISPONÍVEL;Ágata;QUEDA;6.05;9.2;3.9;5.6;6.5;7.7;Promovido de Fase;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;6.1;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-1250;2021;Escola Pública;Escola Pública;Escola Pública;3;R;Veterano;14;INFO INDISPONÍVEL;Ágata;MANTIDO;6.34;6.7;5.8;6.9;5.8;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;7.1;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-1251;2021;Escola Pública;Escola Pública;Escola Pública;3;M;Veterano;15;INFO INDISPONÍVEL;Ametista;MANTIDO;7.79;8.8;7.2;6.3;8.1;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;7.4;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1254;2021;Escola Pública;Escola Pública;Escola Pública;3;C;Veterano;13;INFO INDISPONÍVEL;Ametista;AVANÇO;7.38;9.2;5.8;7.5;6.8;7.5;Promovido de Fase;Mantido na Fase + Bolsa;Mantido na Fase atual;NÃ£o avaliado;7.2;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1256;2021;Escola Pública;Escola Pública;Escola Pública;5;A;Veterano;16;INFO INDISPONÍVEL;Ágata;AVANÇO;6.54;9.2;7.5;7.5;3.6;7.7;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;6.9;5;NÃ­vel 6 (2o EM);-1.0
ALUNO-1260;2021;Escola Pública;Escola Pública;Escola Pública;1;C;Veterano;11;INFO INDISPONÍVEL;Ágata;QUEDA;6.16;9.0;5.0;7.5;3.9;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.3;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1264;2021;Escola Pública;Escola Pública;Escola Pública;2;E;Veterano;11;INFO INDISPONÍVEL;Ágata;QUEDA;6.25;8.0;4.2;8.1;3.1;7.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;7.3;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-1266;2021;Escola Pública;Escola Pública;Escola Pública;3;R;Ingressante;13;INFO INDISPONÍVEL;Quartzo;QUEDA;4.82;10.0;3.3;5.6;1.8;6.9;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;NÃ£o avaliado;2.8;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1268;2021;Escola Pública;Escola Pública;Escola Pública;1;A;Ingressante;11;INFO INDISPONÍVEL;Ametista;INGRESSANTE;6.98;8.0;7.5;7.5;5.0;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.4;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1275;2021;Escola Pública;Escola Pública;Escola Pública;1;G;Veterano;10;INFO INDISPONÍVEL;Topázio;MANTIDO;8.47;9.5;9.6;7.5;7.8;8.3;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;9.8;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1278;2021;Escola Pública;Escola Pública;Escola Pública;0;P;Veterano;10;INFO INDISPONÍVEL;Ágata;QUEDA;5.67;8.0;4.2;7.5;4.6;6.3;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;6.2;5;NÃ­vel 2 (5o e 6o ano);-2.0
ALUNO-1279;2021;Escola Pública;Escola Pública;Escola Pública;5;L;Ingressante;15;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;4.73;8.3;1.9;0.0;3.8;7.3;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;5.1;10;NÃ­vel 5 (1o EM);0.0
ALUNO-1285;2021;Escola Pública;Escola Pública;Escola Pública;1;J;Veterano;9;INFO INDISPONÍVEL;Topázio;MANTIDO;8.41;9.0;10.0;7.5;5.9;7.7;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;9.1;10;NÃ­vel 1 (4o ano);0.0
ALUNO-1286;2021;Escola Pública;Escola Pública;Escola Pública;0;K;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;8.02;10.0;8.3;7.5;6.5;7.8;Mantido na Fase atual;Mantido na Fase + Bolsa;NÃ£o avaliado;NÃ£o avaliado;7.6;10;ALFA  (2o e 3o ano);0.0
