NOME;ANO;Instituição de Ensino;CONSULTA;INSTITUICAO_ENSINO_ALUNO;FASE;TURMA;SINALIZADOR_INGRESSANTE;IDADE_ALUNO;GÊNERO;PEDRA;ATINGIU_PV;INDE;IAA;IEG;IPS;IDA;IPP;REC_EQUIPE_1;REC_EQUIPE_2;REC_EQUIPE_3;REC_EQUIPE_4;IPV;IAN;NIVEL_IDEAL;DEFASAGEM
ALUNO-675;2021;Escola Pública;Escola Pública;Escola Pública;5;B;Ingressante;15;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;4.60;8.3;2.8;7.5;0.0;7.5;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase + Bolsa;NÃ£o avaliado;3.6;10;NÃ­vel 5 (1o EM);0.0
ALUNO-681;2021;Escola Pública;Escola Pública;Escola Pública;2;C;Veterano;14;INFO INDISPONÍVEL;Ágata;AVANÇO;6.84;8.5;6.3;6.9;6.6;7.3;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;7.5;5;NÃ­vel 4 (9o ano);-2.0
ALUNO-682;2021;Escola Pública;Escola Pública;Escola Pública;1;N;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;8.04;8.0;9.6;7.5;7.3;8.1;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;9.1;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-685;2021;Escola Pública;Escola Pública;Escola Pública;0;P;Veterano;9;INFO INDISPONÍVEL;Ágata;QUEDA;6.05;8.5;5.0;6.3;4.7;7.2;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.1;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-686;2021;Escola Pública;Escola Pública;Escola Pública;0;P;Veterano;12;INFO INDISPONÍVEL;Ametista;MANTIDO;6.92;9.5;5.8;7.5;6.5;7.5;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.5;5;NÃ­vel 2 (5o e 6o ano);-2.0
ALUNO-687;2021;Escola Pública;Escola Pública;Escola Pública;3;C;Ingressante;13;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;5.10;6.7;5.0;7.5;2.0;7.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;5.3;5;NÃ­vel 5 (1o EM);-2.0
ALUNO-688;2021;Escola Pública;Escola Pública;Escola Pública;7;A;Veterano;18;INFO INDISPONÍVEL;Ametista;AVANÇO;7.74;8.3;9.7;5.6;8.3;7.8;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;7.3;5;NÃ­vel 8 (UniversitÃ¡rios);-1.0
ALUNO-689;2021;Rede Decisão;Escola Privada;Escola Privada;2;B;Veterano;12;INFO INDISPONÍVEL;Ametista;MANTIDO;7.91;8.5;9.2;7.5;7.9;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;8.3;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-690;2021;Escola Pública;Escola Pública;Escola Pública;0;N;Ingressante;9;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.04;9.0;8.3;0.0;4.9;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;6.2;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-693;2021;Escola Pública;Escola Pública;Escola Pública;0;P;Veterano;9;INFO INDISPONÍVEL;Ágata;QUEDA;6.67;8.5;5.0;7.5;5.9;7.5;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;8.3;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-694;2021;Escola Pública;Escola Pública;Escola Pública;0;Q;Ingressante;9;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.66;9.5;10.0;7.5;7.3;7.8;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;8.7;10;ALFA  (2o e 3o ano);0.0
ALUNO-695;2021;Escola Pública;Escola Pública;Escola Pública;0;J;Veterano;9;INFO INDISPONÍVEL;Topázio;MANTIDO;8.26;10.0;10.0;7.5;7.1;7.5;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;9.3;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-698;2021;Escola Pública;Escola Pública;Escola Pública;6;A;Veterano;17;INFO INDISPONÍVEL;Ametista;AVANÇO;7.29;7.9;8.1;5.6;7.2;8.1;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;7.9;5;NÃ­vel 7 (3o EM);-1.0
ALUNO-700;2021;Escola Pública;Escola Pública;Escola Pública;2;I;Veterano;12;INFO INDISPONÍVEL;Ágata;MANTIDO;6.20;9.5;4.6;7.5;4.9;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.8;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-703;2021;Escola Pública;Escola Pública;Escola Pública;3;F;Veterano;14;INFO INDISPONÍVEL;Ametista;MANTIDO;7.11;9.2;6.7;7.5;6.3;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;7.9;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-706;2021;Escola Pública;Escola Pública;Escola Pública;2;I;Veterano;12;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.21;10.0;6.3;7.5;6.9;7.7;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;7.8;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-707;2021;Escola Pública;Escola Pública;Escola Pública;2;C;Veterano;15;INFO INDISPONÍVEL;Ágata;QUEDA;6.81;9.5;7.1;7.5;5.4;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.1;2.5;NÃ­vel 5 (1o EM);-3.0
ALUNO-708;2021;Escola Pública;Escola Pública;Escola Pública;1;E;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;7.29;9.0;9.2;7.5;5.1;8.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.2;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-709;2021;Escola Pública;Escola Pública;Escola Pública;1;R;Ingressante;11;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.45;8.5;8.3;7.5;5.8;8.5;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.4;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-710;2021;Rede Decisão;Escola Privada;Escola Privada;2;B;Veterano;11;INFO INDISPONÍVEL;Topázio;AVANÇO;8.71;9.5;9.2;7.5;8.3;8.3;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;8.4;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-713;2021;Escola Pública;Escola Pública;Escola Pública;2;R;Veterano;12;INFO INDISPONÍVEL;Quartzo;MANTIDO;5.13;0.0;6.3;6.9;2.6;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.8;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-716;2021;Escola Pública;Escola Pública;Escola Pública;2;G;Veterano;10;INFO INDISPONÍVEL;Ametista;MANTIDO;6.91;8.5;6.3;7.5;4.5;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.1;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-717;2021;Escola Pública;Escola Pública;Escola Pública;3;R;Ingressante;13;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;5.49;8.8;4.7;7.5;3.3;7.1;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;5.3;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-721;2021;Escola Pública;Escola Pública;Escola Pública;2;I;Veterano;13;INFO INDISPONÍVEL;Quartzo;MANTIDO;5.03;9.5;3.8;5.6;2.5;6.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;5.5;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-722;2021;Escola Pública;Escola Pública;Escola Pública;1;M;Ingressante;11;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.27;10.0;10.0;7.5;6.9;8.1;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;9.2;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-725;2021;Escola Pública;Escola Pública;Escola Pública;2;M;Veterano;12;INFO INDISPONÍVEL;Quartzo;QUEDA;2.77;0.0;0.4;7.5;0.0;7.5;Mantido na Fase atual;NÃ£o avaliado;Mantido na Fase atual;NÃ£o avaliado;3.4;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-726;2021;Escola Pública;Escola Pública;Escola Pública;0;M;Ingressante;9;INFO INDISPONÍVEL;Ágata;INGRESSANTE;5.98;8.4;4.2;7.5;3.4;7.2;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;5.7;10;ALFA  (2o e 3o ano);0.0
ALUNO-729;2021;Escola Pública;Escola Pública;Escola Pública;4;E;Ingressante;14;INFO INDISPONÍVEL;Ágata;INGRESSANTE;5.69;6.7;3.9;7.5;5.8;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;5.4;5;NÃ­vel 5 (1o EM);-1.0
ALUNO-730;2021;Rede Decisão;Escola Privada;Escola Privada;5;F;Ingressante;15;INFO INDISPONÍVEL;Ágata;INGRESSANTE;5.69;8.3;4.4;5.0;5.8;7.3;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;5.3;5;NÃ­vel 6 (2o EM);-1.0
ALUNO-732;2021;Rede Decisão;Escola Privada;Escola Privada;5;L;Veterano;15;INFO INDISPONÍVEL;Ametista;MANTIDO;7.76;7.9;6.4;7.5;8.0;8.1;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase;7.7;10;NÃ­vel 5 (1o EM);0.0
ALUNO-733;2021;Rede Decisão;Escola Privada;Escola Privada;3;L;Veterano;12;INFO INDISPONÍVEL;Ametista;AVANÇO;6.89;8.8;6.4;6.3;4.4;7.7;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;7.3;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-736;2021;Escola Pública;Escola Pública;Escola Pública;0;N;Ingressante;9;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;5.11;9.0;5.0;0.0;3.6;2.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;6.2;10;ALFA  (2o e 3o ano);0.0
ALUNO-737;2021;Escola Pública;Escola Pública;Escola Pública;2;N;Veterano;12;INFO INDISPONÍVEL;Ametista;MANTIDO;7.43;9.0;7.1;7.5;6.9;8.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.1;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-738;2021;Rede Decisão;Escola Privada;Escola Privada;3;J;Veterano;13;INFO INDISPONÍVEL;Ametista;MANTIDO;8.04;9.2;7.8;6.3;8.1;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;7.9;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-739;2021;Rede Decisão;Escola Privada;Escola Privada;3;A;Veterano;14;INFO INDISPONÍVEL;Ametista;QUEDA;8.09;9.2;8.1;8.8;7.6;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;9.2;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-740;2021;Escola Pública;Escola Pública;Escola Pública;0;P;Veterano;11;INFO INDISPONÍVEL;Ágata;QUEDA;6.42;9.0;5.8;7.5;4.2;7.5;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.6;5;NÃ­vel 2 (5o e 6o ano);-2.0
ALUNO-741;2021;Escola Pública;Escola Pública;Escola Pública;5;B;Ingressante;15;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.00;8.8;4.4;7.5;6.2;8.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;7.3;10;NÃ­vel 5 (1o EM);0.0
ALUNO-742;2021;Escola Pública;Escola Pública;Escola Pública;3;G;Ingressante;13;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.36;7.5;6.1;7.5;6.8;7.7;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;7.5;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-743;2021;Escola Pública;Escola Pública;Escola Pública;1;J;Veterano;9;INFO INDISPONÍVEL;Ametista;MANTIDO;8.06;10.0;8.8;5.0;6.4;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.7;10;NÃ­vel 1 (4o ano);0.0
ALUNO-746;2021;Rede Decisão;Escola Privada;Escola Privada;2;G;Veterano;11;INFO INDISPONÍVEL;Topázio;MANTIDO;9.11;9.0;8.8;8.8;9.3;8.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;9.4;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-747;2021;Escola Pública;Escola Pública;Escola Pública;4;E;Veterano;14;INFO INDISPONÍVEL;Topázio;AVANÇO;8.68;8.8;8.9;7.5;7.4;9.2;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;9.3;10;NÃ­vel 4 (9o ano);0.0
ALUNO-748;2021;Escola Pública;Escola Pública;Escola Pública;0;Q;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.99;10.0;10.0;7.5;6.4;7.8;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;8.3;5;NÃ­vel 2 (5o e 6o ano);-2.0
ALUNO-749;2021;Escola Pública;Escola Pública;Escola Pública;4;G;Veterano;15;INFO INDISPONÍVEL;Ágata;MANTIDO;6.51;6.3;5.0;7.5;7.6;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Promovido de Fase;6.8;5;NÃ­vel 5 (1o EM);-1.0
ALUNO-753;2021;Escola Pública;Escola Pública;Escola Pública;4;E;Veterano;13;INFO INDISPONÍVEL;Quartzo;QUEDA;4.79;8.3;2.5;7.5;0.8;7.2;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;4.1;10;NÃ­vel 3 (7o e 8o ano);1.0
ALUNO-755;2021;Rede Decisão;Escola Privada;Escola Privada;4;G;Veterano;14;INFO INDISPONÍVEL;Ágata;QUEDA;6.87;7.1;4.7;6.9;6.8;7.8;Promovido de Fase;Promovido de Fase;Promovido de Fase;Promovido de Fase;7.0;10;NÃ­vel 4 (9o ano);0.0
ALUNO-757;2021;Escola Pública;Escola Pública;Escola Pública;3;A;Veterano;14;INFO INDISPONÍVEL;Quartzo;QUEDA;5.42;7.9;5.3;7.5;2.9;7.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;5.1;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-758;2021;Escola Pública;Escola Pública;Escola Pública;2;K;Veterano;12;INFO INDISPONÍVEL;Ametista;MANTIDO;6.98;8.5;5.4;7.5;6.5;8.3;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.3;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-760;2021;Escola Pública;Escola Pública;Escola Pública;0;P;Veterano;8;INFO INDISPONÍVEL;Ametista;QUEDA;7.36;8.0;5.8;7.5;6.8;7.8;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.5;10;ALFA  (2o e 3o ano);0.0
ALUNO-763;2021;Escola Pública;Escola Pública;Escola Pública;1;F;Ingressante;11;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.55;7.5;7.1;7.5;3.2;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.5;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-766;2021;Escola Pública;Escola Pública;Escola Pública;5;A;Ingressante;16;INFO INDISPONÍVEL;Ametista;AVANÇO;7.44;9.2;7.5;7.5;6.5;7.8;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;8.4;5;NÃ­vel 6 (2o EM);-1.0
ALUNO-768;2021;Rede Decisão;Escola Privada;Escola Privada;3;G;Veterano;15;INFO INDISPONÍVEL;Ametista;MANTIDO;8.06;8.3;9.2;6.3;8.4;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;8.9;5;NÃ­vel 5 (1o EM);-2.0
ALUNO-769;2021;Escola Pública;Escola Pública;Escola Pública;3;B;Ingressante;13;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.40;9.6;7.2;7.5;8.5;7.7;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;8.9;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-773;2021;Rede Decisão;Escola Privada;Escola Privada;2;F;Veterano;13;INFO INDISPONÍVEL;Topázio;AVANÇO;8.92;9.5;10.0;7.5;8.9;9.8;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;9.8;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-775;2021;Escola Pública;Escola Pública;Escola Pública;2;A;Ingressante;12;INFO INDISPONÍVEL;Topázio;INGRESSANTE;9.21;9.5;10.0;7.5;8.9;8.1;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;9.6;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-776;2021;Escola Pública;Escola Pública;Escola Pública;3;R;Veterano;15;INFO INDISPONÍVEL;Quartzo;MANTIDO;5.42;7.9;4.2;7.5;3.9;6.9;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;5.4;5;NÃ­vel 5 (1o EM);-2.0
ALUNO-777;2021;Escola Pública;Escola Pública;Escola Pública;2;D;Veterano;14;INFO INDISPONÍVEL;Quartzo;QUEDA;5.50;8.0;3.8;7.5;4.3;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;6.8;2.5;NÃ­vel 5 (1o EM);-3.0
ALUNO-781;2021;Escola Pública;Escola Pública;Escola Pública;3;M;Veterano;13;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;5.45;8.8;3.1;7.5;3.3;6.7;Mantido na Fase atual;Alocado em Fase anterior;Mantido na Fase atual;NÃ£o avaliado;4.4;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-783;2021;Escola Pública;Escola Pública;Escola Pública;2;K;Veterano;12;INFO INDISPONÍVEL;Ágata;MANTIDO;6.12;7.5;4.6;7.5;3.6;8.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.3;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-784;2021;Rede Decisão;Escola Privada;Escola Privada;2;G;Ingressante;12;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.53;9.5;9.2;8.8;7.9;8.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;9.7;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-786;2021;Escola Pública;Escola Pública;Escola Pública;5;F;Veterano;17;INFO INDISPONÍVEL;Quartzo;MANTIDO;5.34;7.1;6.1;5.0;3.3;7.2;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;5.1;5;NÃ­vel 7 (3o EM);-2.0
ALUNO-790;2021;Rede Decisão;Escola Privada;Escola Privada;4;A;Veterano;14;INFO INDISPONÍVEL;Topázio;MANTIDO;8.65;10.0;8.3;7.5;7.5;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;9.3;10;NÃ­vel 4 (9o ano);0.0
ALUNO-792;2021;Escola Pública;Escola Pública;Escola Pública;2;I;Veterano;12;INFO INDISPONÍVEL;Quartzo;QUEDA;5.53;6.3;5.8;5.0;4.1;7.5;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;5.8;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-793;2021;Escola Pública;Escola Pública;Escola Pública;1;E;Veterano;10;INFO INDISPONÍVEL;Ágata;QUEDA;6.51;8.0;7.9;7.5;3.9;7.3;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;6.8;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-794;2021;Rede Decisão;Escola Privada;Escola Privada;3;L;Veterano;12;INFO INDISPONÍVEL;Ametista;MANTIDO;7.21;7.9;7.5;6.3;8.2;7.9;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;8.1;2.5;NÃ­vel 6 (2o EM);-3.0
ALUNO-796;2021;Escola Pública;Escola Pública;Escola Pública;4;E;Veterano;14;INFO INDISPONÍVEL;Ágata;QUEDA;5.94;8.3;6.7;7.5;2.3;7.3;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;4.2;10;NÃ­vel 4 (9o ano);0.0
ALUNO-797;2021;Escola Pública;Escola Pública;Escola Pública;2;R;Veterano;13;INFO INDISPONÍVEL;Quartzo;QUEDA;2.47;0.0;0.4;6.3;0.0;6.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;4.1;2.5;NÃ­vel 6 (2o EM);-4.0
ALUNO-798;2021;Escola Pública;Escola Pública;Escola Pública;3;R;Ingressante;13;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.25;9.2;7.5;7.5;6.5;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;7.7;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-802;2021;Escola Pública;Escola Pública;Escola Pública;0;Q;Ingressante;9;INFO INDISPONÍVEL;Topázio;INGRESSANTE;9.05;9.5;10.0;7.5;7.9;8.8;Promovido de Fase + Bolsa;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;9.4;10;ALFA  (2o e 3o ano);0.0
ALUNO-803;2021;Escola Pública;Escola Pública;Escola Pública;0;K;Veterano;8;INFO INDISPONÍVEL;Ametista;AVANÇO;7.13;8.5;6.7;7.5;6.6;8.8;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;NÃ£o avaliado;7.5;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-805;2021;Escola Pública;Escola Pública;Escola Pública;1;J;Ingressante;11;INFO INDISPONÍVEL;Ametista;INGRESSANTE;6.99;8.5;5.8;7.5;5.1;8.1;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;6.9;10;NÃ­vel 1 (4o ano);0.0
ALUNO-807;2021;Escola Pública;Escola Pública;Escola Pública;1;E;Veterano;9;INFO INDISPONÍVEL;Topázio;AVANÇO;9.18;10.0;10.0;5.0;9.1;9.0;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;NÃ£o avaliado;9.8;10;NÃ­vel 1 (4o ano);0.0
ALUNO-809;2021;Escola Pública;Escola Pública;Escola Pública;1;G;Ingressante;11;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;4.77;10.0;2.5;7.5;0.0;7.2;NÃ£o avaliado;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.5;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-811;2021;Rede Decisão;Escola Privada;Escola Privada;2;B;Veterano;12;INFO INDISPONÍVEL;Ametista;MANTIDO;7.20;8.0;8.3;7.5;6.3;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.3;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-812;2021;Escola Pública;Escola Pública;Escola Pública;0;Q;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;8.07;10.0;10.0;7.5;7.1;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;8.3;5;NÃ­vel 2 (5o e 6o ano);-2.0
ALUNO-813;2021;Escola Pública;Escola Pública;Escola Pública;2;F;Veterano;10;INFO INDISPONÍVEL;Ametista;MANTIDO;7.28;9.0;7.5;7.5;3.9;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.8;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-814;2021;Escola Pública;Escola Pública;Escola Pública;2;E;Veterano;12;INFO INDISPONÍVEL;Ágata;MANTIDO;6.23;7.9;5.0;7.5;4.4;7.9;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;7.6;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-817;2021;Escola Pública;Escola Pública;Escola Pública;2;C;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;7.55;9.0;7.5;7.5;7.6;7.9;Promovido de Fase;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;9.2;2.5;NÃ­vel 5 (1o EM);-3.0
ALUNO-818;2021;Escola Pública;Escola Pública;Escola Pública;0;O;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;6.96;8.0;6.7;7.5;4.4;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.3;10;ALFA  (2o e 3o ano);0.0
ALUNO-820;2021;Rede Decisão;Escola Privada;Escola Privada;5;B;Veterano;15;INFO INDISPONÍVEL;Ametista;MANTIDO;8.07;8.8;6.1;7.5;8.2;8.6;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;8.7;10;NÃ­vel 5 (1o EM);0.0
ALUNO-822;2021;Escola Pública;Escola Pública;Escola Pública;0;T;Ingressante;9;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.76;9.5;10.0;7.5;6.6;8.1;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;NÃ£o avaliado;9.7;10;ALFA  (2o e 3o ano);0.0
ALUNO-823;2021;Rede Decisão;Escola Privada;Escola Privada;2;N;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;7.21;8.5;7.1;7.5;3.9;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.1;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-824;2021;Escola Pública;Escola Pública;Escola Pública;1;M;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;7.76;9.0;10.0;7.5;4.9;8.1;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;9.1;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-825;2021;Escola JP II;Escola Privada;Escola Privada;3;M;Veterano;14;INFO INDISPONÍVEL;Quartzo;MANTIDO;4.29;7.9;2.8;6.3;1.2;6.3;Mantido na Fase atual;Alocado em Fase anterior;Mantido na Fase atual;NÃ£o avaliado;4.8;5;NÃ­vel 4 (9o ano);-1.0
