NOME;ANO;Instituição de Ensino;CONSULTA;INSTITUICAO_ENSINO_ALUNO;RA;FASE;TURMA;Ano nasc;IDADE_ALUNO;GÊNERO;Ano ingresso;Pedra 20;Pedra 21;PEDRA;INDE;ATINGIU_PV;STATUS_PEDRA;TESTE;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;Avaliador3;Rec Av3;Avaliador4;Rec Av4;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Matem;Portug;Inglês;Indicado;Atingiu PV;IPV;IAN;FASE IDEAL;DEFASAGEM;Destaque IEG;Destaque IDA;Destaque IPV
Aluno-409;2022;Escola Pública;Escola Pública;Escola Pública;RA-409;2;K;2011;11;Feminino;2022;;;Topázio;8,15;INGRESSANTE;INGRESSANTE;OK;99;13;1;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;7,9;9,7;7,5;7,97;Sem limitações;7,8;6;9,5;;Não;Não;7,5;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-41;2022;Escola Pública;Escola Pública;Escola Pública;RA-41;5;A;2005;17;Masculino;2018;Ágata;Ágata;Quartzo;5,581;QUEDA;QUEDA;OK;777;51;9;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-24;Mantido na Fase atual;Avaliador-31;;9,2;6,1;5;4,38;Requer avaliação;5,6;6,3;2,5;8;Não;Não;4,375;5;Fase 7 (3º EM);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-410;2022;Escola Pública;Escola Pública;Escola Pública;RA-410;2;K;2008;14;Masculino;2018;Quartzo;Quartzo;Quartzo;5,675;MANTIDO;MANTIDO;OK;763;141;11;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;7,4;6,5;6,3;4,58;Requer avaliação;2;2;2;;Não;Não;7,444;5;Fase 4 (9º ano);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-411;2022;Escola Pública;Escola Pública;Escola Pública;RA-411;2;L;2010;12;Feminino;2019;Ametista;Ametista;Ametista;7,232;MANTIDO;MANTIDO;OK;415;61;12;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;6,4;8,6;7,5;5,62;Não atendido;7,1;6,7;7,5;;Não;Não;7,833;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-412;2022;Escola Pública;Escola Pública;Escola Pública;RA-412;2;L;2010;12;Feminino;2018;Ágata;Ágata;Ametista;7,556;AVANÇO;AVANÇO;OK;292;45;8;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;8,5;9;7,5;6,46;Não atendido;7,3;6,5;8,2;;Não;Não;7,778;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-413;2022;Escola Pública;Escola Pública;Escola Pública;RA-413;2;L;2010;12;Feminino;2022;;;Ágata;6,408;INGRESSANTE;INGRESSANTE;OK;660;120;15;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;6,4;8,7;5,6;5,62;Requer avaliação;4,7;4,2;5,2;;Não;Não;7,056;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-414;2022;Escola Pública;Escola Pública;Escola Pública;RA-414;2;L;2010;12;Feminino;2021;;Ágata;Ametista;7,284;AVANÇO;AVANÇO;OK;399;58;11;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;8;9,3;7,5;6,46;Não atendido;5,9;5,7;6,2;;Não;Não;7,667;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-415;2022;Escola Pública;Escola Pública;Escola Pública;RA-415;2;L;2011;11;Feminino;2019;Topázio;Ametista;Ametista;7,695;MANTIDO;MANTIDO;OK;235;37;7;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;8;8,3;7,5;6,25;Não atendido;6,2;4,8;7,5;;Não;Não;8,056;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-416;2022;Rede Decisão;Escola Privada;Escola Privada;RA-416;2;L;2010;12;Masculino;2018;Ametista;Ametista;Ametista;7,913;MANTIDO;MANTIDO;OK;164;23;6;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;9,5;9,3;8,8;6,46;Sem limitações;7,2;6,7;7,7;;Não;Não;8,222;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-417;2022;Escola Pública;Escola Pública;Escola Pública;RA-417;2;L;2009;13;Feminino;2022;;;Topázio;8,428;INGRESSANTE;INGRESSANTE;OK;43;4;2;3;Avaliador-5;Promovido de Fase;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;10;10;7,5;6,67;Não atendido;8;6;10;;Não;Sim;9,556;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-418;2022;Rede Decisão;Escola Privada;Escola Privada;RA-418;2;L;2012;10;Feminino;2020;Topázio;Topázio;Topázio;8,175;MANTIDO;MANTIDO;OK;93;12;3;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;8;9,4;7,5;6,04;Não atendido;7,5;6,5;8,5;;Não;Não;8,222;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-419;2022;Rede Decisão;Escola Privada;Escola Privada;RA-419;2;L;2010;12;Feminino;2019;Ametista;Ametista;Ametista;7,359;MANTIDO;MANTIDO;OK;375;55;10;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;7,5;9,2;5,6;6,46;Requer avaliação;6,9;5,3;8,5;;Não;Sim;8,389;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-42;2022;Rede Decisão;Escola Privada;Escola Privada;RA-42;5;A;2007;15;Masculino;2019;Topázio;Ametista;Ágata;6,72;QUEDA;QUEDA;OK;582;33;5;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-24;Promovido de Fase;Avaliador-31;;8,3;7,9;5,6;5,94;Requer avaliação;4,8;3,7;4,5;6,2;Não;Não;6,083;10;Fase 5 (1º EM);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-420;2022;Rede Decisão;Escola Privada;Escola Privada;RA-420;2;L;2011;11;Feminino;2019;Topázio;Ametista;Ametista;7,461;MANTIDO;MANTIDO;OK;331;49;9;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;9,5;9;5,6;6,46;Requer avaliação;4,5;1,3;7,7;;Não;Não;8;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-421;2022;Escola Pública;Escola Pública;Escola Pública;RA-421;2;L;2011;11;Masculino;2021;;Topázio;Topázio;8,717;MANTIDO;MANTIDO;OK;14;2;1;3;Avaliador-5;Promovido de Fase + Bolsa;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;8,5;9,3;7,5;6,67;Não atendido;8,8;9,2;8,5;;Sim;Sim;9,111;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-422;2022;Escola Pública;Escola Pública;Escola Pública;RA-422;2;L;2010;12;Masculino;2022;;;Ágata;6,746;INGRESSANTE;INGRESSANTE;OK;569;90;13;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;8,5;10;7,5;6,46;Não atendido;2,5;1;4;;Não;Não;7,5;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-423;2022;Escola Pública;Escola Pública;Escola Pública;RA-423;2;L;2010;12;Feminino;2022;;;Ágata;6,647;INGRESSANTE;INGRESSANTE;OK;607;102;14;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;8,4;9,6;7,5;6,04;Sem limitações;2,3;0,5;4;;Não;Não;7,667;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-424;2022;Escola Pública;Escola Pública;Escola Pública;RA-424;2;L;2010;12;Feminino;2022;;;Ametista;7,94;INGRESSANTE;INGRESSANTE;OK;159;21;5;3;Avaliador-5;Promovido de Fase;Avaliador-2;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;9;10;7,5;5,62;Não atendido;7,5;10;5;;Não;Não;8,222;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-425;2022;Escola Pública;Escola Pública;Escola Pública;RA-425;2;L;2010;12;Masculino;2022;;;Topázio;8,117;INGRESSANTE;INGRESSANTE;OK;110;15;4;3;Avaliador-5;Promovido de Fase;Avaliador-2;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;9;10;7,5;8,91;Não atendido;9;9;9;;Não;Não;7,5;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-426;2022;Escola Pública;Escola Pública;Escola Pública;RA-426;2;M;2008;14;Feminino;2022;;;Ágata;6,35;INGRESSANTE;INGRESSANTE;OK;668;122;9;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;9;6,5;7,5;5,62;Não atendido;4,6;2,3;6,8;;Não;Não;7,111;5;Fase 4 (9º ano);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-427;2022;Escola Pública;Escola Pública;Escola Pública;RA-427;2;M;2009;13;Masculino;2022;;;Ágata;6,245;INGRESSANTE;INGRESSANTE;OK;696;128;11;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;8;8,5;7,5;6,09;Não atendido;2,5;3;2;;Não;Não;6,778;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-428;2022;Escola Pública;Escola Pública;Escola Pública;RA-428;2;M;2009;13;Masculino;2022;;;Ametista;7,683;INGRESSANTE;INGRESSANTE;OK;238;38;2;3;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;6,8;8,7;7,5;5,62;Não atendido;9,5;10;9;;Não;Não;7,111;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-429;2022;Escola Pública;Escola Pública;Escola Pública;RA-429;2;M;2009;13;Masculino;2019;Ametista;Quartzo;Quartzo;5,811;MANTIDO;MANTIDO;OK;749;138;12;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;10;5,3;7,5;6,46;Não atendido;2,7;2,8;2,5;;Não;Não;6,611;5;Fase 3 (7º e 8º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-43;2022;Escola Pública;Escola Pública;Escola Pública;RA-43;5;A;2006;16;Feminino;2019;Ametista;Ágata;Quartzo;5,486;QUEDA;QUEDA;OK;791;54;11;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-24;Alocado em Fase anterior;Avaliador-31;;6,3;6,5;5,6;4,38;Requer avaliação;4,3;4;5,8;3,2;Não;Não;5,958;5;Fase 6 (2º EM);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-430;2022;Escola Pública;Escola Pública;Escola Pública;RA-430;2;M;2009;13;Masculino;2022;;;Ametista;7,585;INGRESSANTE;INGRESSANTE;OK;281;43;3;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;9,5;8,6;7,5;5,62;Não atendido;8,5;7,5;9,5;;Não;Não;6,611;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-431;2022;Escola Pública;Escola Pública;Escola Pública;RA-431;2;M;2011;11;Masculino;2022;;;Ametista;7,175;INGRESSANTE;INGRESSANTE;OK;439;68;5;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;9;8,1;7,5;5,62;Não atendido;4,5;5;4;;Não;Não;6,778;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-432;2022;Escola Pública;Escola Pública;Escola Pública;RA-432;2;M;2008;14;Feminino;2019;Quartzo;Quartzo;Ágata;6,34;AVANÇO;AVANÇO;OK;672;123;10;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;10;6,8;5;2,81;Requer avaliação;5,1;5,7;4,5;;Não;Não;6,611;5;Fase 4 (9º ano);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-433;2022;Escola Pública;Escola Pública;Escola Pública;RA-433;2;M;2010;12;Masculino;2022;;;Quartzo;5,557;INGRESSANTE;INGRESSANTE;OK;780;146;13;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;8,5;7,3;5;5,83;Requer avaliação;2,6;2,2;3;;Não;Não;5,778;5;Fase 3 (7º e 8º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-434;2022;Escola Pública;Escola Pública;Escola Pública;RA-434;2;M;2011;11;Masculino;2022;;;Ametista;7,403;INGRESSANTE;INGRESSANTE;OK;360;52;4;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;9;8,1;7,5;7,81;Sem limitações;5,7;4,8;6,5;;Não;Não;6,778;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-435;2022;Escola Pública;Escola Pública;Escola Pública;RA-435;2;M;2012;10;Feminino;2022;;;Ágata;6,599;INGRESSANTE;INGRESSANTE;OK;627;109;8;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;7,9;6,2;7,5;7,34;Sem limitações;4,7;3,7;5,7;;Não;Não;6,444;10;Fase 2 (5º e 6º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-436;2022;Escola Pública;Escola Pública;Escola Pública;RA-436;2;M;2011;11;Masculino;2022;;;Ágata;6,687;INGRESSANTE;INGRESSANTE;OK;592;98;7;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;9,5;8,1;7,5;6,46;Sem limitações;2;4;0;;Não;Não;6,611;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-437;2022;Escola Pública;Escola Pública;Escola Pública;RA-437;2;M;2009;13;Masculino;2022;;;Ágata;6,875;INGRESSANTE;INGRESSANTE;OK;531;82;6;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;8,5;8,3;7,5;6,46;Sem limitações;5,8;6;5,5;;Não;Não;6,611;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-438;2022;Escola Pública;Escola Pública;Escola Pública;RA-438;2;M;2012;10;Masculino;2022;;;Ametista;7,764;INGRESSANTE;INGRESSANTE;OK;213;33;1;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;8;8,7;7,5;6,25;Sem limitações;7,3;6,5;8;;Não;Não;6,889;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-439;2022;Escola Pública;Escola Pública;Escola Pública;RA-439;2;M;2010;12;Masculino;2022;;;Quartzo;5,519;INGRESSANTE;INGRESSANTE;OK;789;147;14;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;9;4,9;7,5;6,46;Sem limitações;2,3;3,2;1,3;;Não;Não;6,5;5;Fase 3 (7º e 8º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-44;2022;Escola Pública;Escola Pública;Escola Pública;RA-44;5;A;2005;17;Feminino;2021;;Ametista;Quartzo;5,542;QUEDA;QUEDA;OK;785;52;10;3;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-24;Mantido na Fase + Bolsa;Avaliador-31;;5;5,9;7,5;4,38;Sem limitações;3;2,3;3,5;3,2;Sim;Não;7,292;5;Fase 7 (3º EM);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-440;2022;Escola Pública;Escola Pública;Escola Pública;RA-440;2;P;2011;11;Masculino;2022;;;Ametista;7,329;INGRESSANTE;INGRESSANTE;OK;382;56;6;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;9,5;9;6,9;5,62;Não atendido;5,5;6;5;;Não;Não;5,833;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-441;2022;Escola Pública;Escola Pública;Escola Pública;RA-441;2;P;2011;11;Feminino;2019;Topázio;Topázio;Topázio;8,188;MANTIDO;MANTIDO;OK;87;11;2;3;Avaliador-5;Promovido de Fase;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;9;7,9;7,5;6,04;Não atendido;8;8;8;;Não;Não;8,333;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-442;2022;Escola Pública;Escola Pública;Escola Pública;RA-442;2;P;2011;11;Feminino;2022;;;Topázio;8,226;INGRESSANTE;INGRESSANTE;OK;78;8;1;3;Avaliador-5;Promovido de Fase;Avaliador-2;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;10;8,2;7,5;6,88;Não atendido;7,5;9;6;;Não;Não;8,222;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-443;2022;Escola Pública;Escola Pública;Escola Pública;RA-443;2;P;2009;13;Feminino;2019;Ametista;Ametista;Ametista;7,482;MANTIDO;MANTIDO;OK;321;48;4;3;Avaliador-5;Promovido de Fase;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase + Bolsa;;;9;9,1;7,5;5,31;Não atendido;5,6;8;3,2;;Sim;Sim;8,5;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-444;2022;Escola Pública;Escola Pública;Escola Pública;RA-444;2;P;2011;11;Masculino;2018;Ágata;Ametista;Ágata;6,665;QUEDA;QUEDA;OK;601;99;8;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;9;7,2;5;7,34;Requer avaliação;3,1;1,5;4,7;;Não;Não;7,778;10;Fase 2 (5º e 6º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-445;2022;Escola Pública;Escola Pública;Escola Pública;RA-445;2;P;2010;12;Masculino;2022;;;Ágata;6,924;INGRESSANTE;INGRESSANTE;OK;518;79;7;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;9;9,4;7,5;6,46;Não atendido;3,8;0;7,5;;Não;Não;7,5;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-446;2022;Escola Pública;Escola Pública;Escola Pública;RA-446;2;P;2009;13;Feminino;2018;Ágata;Quartzo;Ametista;7,367;AVANÇO;AVANÇO;OK;373;54;5;3;Avaliador-5;Promovido de Fase;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;9,5;8,9;5;5,83;Requer avaliação;6,9;6,3;7,5;;Não;Não;7,889;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-447;2022;Escola Pública;Escola Pública;Escola Pública;RA-447;2;P;2012;10;Feminino;2022;;;Quartzo;5,607;INGRESSANTE;INGRESSANTE;OK;773;144;10;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;0;7;7,5;6,46;Não atendido;3,5;7;0;;Não;Não;5,556;10;Fase 2 (5º e 6º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-448;2022;Escola Pública;Escola Pública;Escola Pública;RA-448;2;P;2011;11;Feminino;2022;;;Ametista;7,972;INGRESSANTE;INGRESSANTE;OK;150;19;3;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;9;9,7;7,5;6,67;Não atendido;5,5;5;6;;Não;Não;8,111;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-449;2022;Escola Pública;Escola Pública;Escola Pública;RA-449;2;P;2010;12;Feminino;2022;;;Ágata;6,143;INGRESSANTE;INGRESSANTE;OK;703;129;9;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;0;6;7,5;6,67;Não atendido;7;6;8;;Não;Não;8,111;5;Fase 3 (7º e 8º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-45;2022;Rede Decisão;Escola Privada;Escola Privada;RA-45;5;A;2007;15;Feminino;2019;Ametista;Topázio;Ametista;7,591;QUEDA;QUEDA;OK;277;17;2;3;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-24;Promovido de Fase + Bolsa;Avaliador-31;;7,9;8,9;5,6;6,25;Requer avaliação;6,8;6,3;5,2;8,8;Não;Não;7,417;10;Fase 5 (1º EM);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
