NOME;ANO;Instituição de Ensino;CONSULTA;INSTITUICAO_ENSINO_ALUNO;RA;FASE;TURMA;Ano nasc;IDADE_ALUNO;GÊNERO;Ano ingresso;Pedra 20;Pedra 21;PEDRA;INDE;ATINGIU_PV;STATUS_PEDRA;TESTE;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;Avaliador3;Rec Av3;Avaliador4;Rec Av4;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Matem;Portug;Inglês;Indicado;Atingiu PV;IPV;IAN;FASE IDEAL;DEFASAGEM;Destaque IEG;Destaque IDA;Destaque IPV
Aluno-298;2022;Escola Pública;Escola Pública;Escola Pública;RA-298;3;M;2009;13;Masculino;2019;Ametista;Ágata;Ágata;6,409;MANTIDO;MANTIDO;OK;659;86;7;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Alocado em Fase anterior;9,2;6,3;5,6;6,25;Sem limitações;5,2;5,5;4,8;;Não;Não;5,417;10;Fase 3 (7º e 8º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-299;2022;Rede Decisão;Escola Privada;Escola Privada;RA-299;3;M;2009;13;Feminino;2019;Topázio;Ametista;Ametista;7,278;MANTIDO;MANTIDO;OK;404;48;3;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;7,1;8,2;5;7,34;Requer avaliação;6,8;6,3;7,3;6,7;Não;Não;6,708;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-3;2022;Rede Decisão;Escola Privada;Escola Privada;RA-3;7;A;2005;17;Feminino;2016;Ametista;Ametista;Ágata;6,591;QUEDA;QUEDA;OK;629;13;6;4;Avaliador-5;Promovido de Fase;Avaliador-27;Promovido de Fase + Bolsa;Avaliador-28;Promovido de Fase + Bolsa;Avaliador-31;Promovido de Fase + Bolsa;0;7,9;5,6;8,12;Sem limitações;5,6;5,8;4;6,9;Não;Não;7,556;10;Fase 7 (3º EM);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-30;2022;Escola Pública;Escola Pública;Escola Pública;RA-30;6;A;2006;16;Feminino;2021;;Ametista;Ametista;7,605;MANTIDO;MANTIDO;OK;270;9;9;4;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-28;Promovido de Fase;Avaliador-31;Promovido de Fase;8,8;6,4;7,5;7,19;Sem limitações;7,5;8,5;4,4;9,7;Não;Não;7,333;10;Fase 6 (2º EM);0;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-300;2022;Escola Pública;Escola Pública;Escola Pública;RA-300;3;M;2008;14;Masculino;2022;;;Quartzo;5,557;INGRESSANTE;INGRESSANTE;OK;781;116;14;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase + Bolsa;5,4;6,9;6,3;3,33;Sem limitações;3,1;2,7;4,8;1,7;Sim;Não;5,875;5;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-301;2022;Escola Pública;Escola Pública;Escola Pública;RA-301;3;M;2009;13;Feminino;2019;Ametista;Ametista;Ágata;6,802;QUEDA;QUEDA;OK;554;72;5;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;8,8;5,8;5,6;5,62;Sem limitações;6,3;6,5;7,2;5,4;Sim;Não;6,042;10;Fase 3 (7º e 8º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-302;2022;Escola Pública;Escola Pública;Escola Pública;RA-302;3;M;2006;16;Masculino;2022;;;Ágata;6,334;INGRESSANTE;INGRESSANTE;OK;673;90;10;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;9,2;7,7;6,9;7,34;Sem limitações;4,8;4,3;5;5;Não;Não;6,208;2,5;Fase 6 (2º EM);-3;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-303;2022;Escola Pública;Escola Pública;Escola Pública;RA-303;3;M;2008;14;Masculino;2019;Ametista;Ágata;Ágata;6,03;MANTIDO;MANTIDO;OK;723;102;13;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;7,5;7,2;7,5;5;Não atendido;3,9;3,8;4;;Não;Não;5,375;5;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-304;2022;Escola Pública;Escola Pública;Escola Pública;RA-304;3;M;2007;15;Masculino;2020;Ametista;Ágata;Ágata;6,355;MANTIDO;MANTIDO;OK;667;89;9;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase + Bolsa;8,8;7,7;7,5;7,34;Não atendido;4,3;3;5,5;;Sim;Não;5,542;5;Fase 5 (1º EM);-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-305;2022;Escola Pública;Escola Pública;Escola Pública;RA-305;3;M;2008;14;Masculino;2019;Ametista;Ágata;Ágata;6,058;MANTIDO;MANTIDO;OK;717;100;12;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Alocado em Fase anterior;7,9;6,6;7,5;7,03;Não atendido;4,8;2,8;6,7;;Não;Não;5,208;5;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-306;2022;Escola Pública;Escola Pública;Escola Pública;RA-306;3;M;2008;14;Feminino;2021;;Ametista;Ágata;6,427;QUEDA;QUEDA;OK;656;85;6;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;8,3;6,8;7,5;6,04;Não atendido;5,2;4,7;5,8;5;Não;Não;5,958;5;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-307;2022;Escola Pública;Escola Pública;Escola Pública;RA-307;3;M;2008;14;Masculino;2022;;;Quartzo;4,733;INGRESSANTE;INGRESSANTE;OK;838;136;15;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Alocado em Fase anterior;5,4;4,5;7,5;5,94;Não atendido;2,5;5;0;;Não;Não;4,708;5;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-308;2022;Escola Pública;Escola Pública;Escola Pública;RA-308;3;M;2009;13;Masculino;2019;Ametista;Ametista;Ágata;6,93;QUEDA;QUEDA;OK;514;66;4;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase + Bolsa;7,9;7,4;6,9;6,25;Sem limitações;5;6,7;5,5;2,8;Sim;Não;6,167;10;Fase 3 (7º e 8º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-309;2022;Escola Pública;Escola Pública;Escola Pública;RA-309;3;M;2008;14;Feminino;2022;;;Ágata;6,151;INGRESSANTE;INGRESSANTE;OK;702;96;11;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Alocado em Fase anterior;9,2;5,2;7,5;6,25;Não atendido;6,5;7;6;;Não;Não;5,083;5;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-31;2022;Rede Decisão;Escola Privada;Escola Privada;RA-31;6;A;2005;17;Feminino;2019;Topázio;Topázio;Topázio;8,843;MANTIDO;MANTIDO;OK;9;2;2;4;Avaliador-5;Promovido de Fase;Avaliador-27;Promovido de Fase + Bolsa;Avaliador-28;Promovido de Fase + Bolsa;Avaliador-31;Promovido de Fase + Bolsa;10;9,5;9,4;9,06;Sem limitações;8;9;5,7;9,3;Não;Sim;10;5;Fase 7 (3º EM);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-310;2022;Escola Pública;Escola Pública;Escola Pública;RA-310;3;M;2007;15;Feminino;2022;;;Ágata;6,4;INGRESSANTE;INGRESSANTE;OK;662;87;8;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase + Bolsa;7,9;7,5;7,5;7,5;Não atendido;4,5;3,7;3,8;6;Sim;Não;6;5;Fase 5 (1º EM);-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-311;2022;Escola Pública;Escola Pública;Escola Pública;RA-311;3;N;2006;16;Feminino;2022;;;Quartzo;5,652;INGRESSANTE;INGRESSANTE;OK;771;114;13;3;Avaliador-6;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;;Promovido de Fase;7,9;5,6;5;7,03;Requer avaliação;5,2;5;6,2;4,3;Não;Não;6,222;2,5;Fase 6 (2º EM);-3;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-312;2022;Escola Pública;Escola Pública;Escola Pública;RA-312;3;N;2009;13;Feminino;2022;;;Ametista;7,339;INGRESSANTE;INGRESSANTE;OK;378;43;5;3;Avaliador-6;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;;Promovido de Fase;9,6;8,1;7,5;6,04;Não atendido;5,2;6;4,5;5;Não;Não;6,167;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-313;2022;Escola Pública;Escola Pública;Escola Pública;RA-313;3;N;2008;14;Feminino;2022;;;Quartzo;5,8;INGRESSANTE;INGRESSANTE;OK;750;108;11;3;Avaliador-6;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;;Promovido de Fase;7,5;7;5;6,56;Requer avaliação;4,1;4,7;5;2,5;Não;Não;5,889;5;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-314;2022;Escola Pública;Escola Pública;Escola Pública;RA-314;3;N;2009;13;Feminino;2022;;;Ágata;6,1;INGRESSANTE;INGRESSANTE;OK;708;98;10;3;Avaliador-6;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;;Promovido de Fase;5,4;5,4;5;5;Requer avaliação;5,3;4,3;3,3;8,3;Não;Não;6;10;Fase 3 (7º e 8º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-315;2022;Escola Pública;Escola Pública;Escola Pública;RA-315;3;N;2009;13;Feminino;2022;;;Quartzo;5,672;INGRESSANTE;INGRESSANTE;OK;764;111;12;3;Avaliador-6;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;;Alocado em Fase anterior;6,7;5,1;7,5;7,5;Não atendido;3;3;4,2;1,8;Não;Não;5,056;10;Fase 3 (7º e 8º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-316;2022;Escola Pública;Escola Pública;Escola Pública;RA-316;3;N;2008;14;Feminino;2022;;;Ametista;7,889;INGRESSANTE;INGRESSANTE;OK;174;28;2;3;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-30;Mantido na Fase + Bolsa;Avaliador-31;Promovido de Fase;;Promovido de Fase;10;10;6,9;5,83;Não atendido;6,1;7;6,5;4,7;Sim;Sim;8,389;5;Fase 4 (9º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-317;2022;Escola Pública;Escola Pública;Escola Pública;RA-317;3;N;2009;13;Masculino;2021;;Ametista;Ametista;7,04;MANTIDO;MANTIDO;OK;474;59;6;3;Avaliador-6;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;;Promovido de Fase;8,8;5,6;7,5;5,62;Não atendido;6,8;4,7;5,7;10;Não;Não;5,944;10;Fase 3 (7º e 8º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-318;2022;Escola Pública;Escola Pública;Escola Pública;RA-318;3;N;2008;14;Feminino;2019;Ágata;Ametista;Ágata;6,527;QUEDA;QUEDA;OK;640;83;9;3;Avaliador-6;Promovido de Fase;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;;Promovido de Fase;8,3;6,9;6,9;3,44;Sem limitações;5,8;4,3;5,8;7,3;Não;Não;6,111;5;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-319;2022;Escola Pública;Escola Pública;Escola Pública;RA-319;3;N;2009;13;Masculino;2022;;;Ametista;7,448;INGRESSANTE;INGRESSANTE;OK;336;37;4;3;Avaliador-6;Promovido de Fase;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;;Promovido de Fase;9,2;7,7;7,5;6,25;Não atendido;5,2;6,3;4,3;5;Não;Não;7,5;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-32;2022;Rede Decisão;Escola Privada;Escola Privada;RA-32;6;A;2006;16;Feminino;2018;Ametista;Ametista;Ametista;7,37;MANTIDO;MANTIDO;OK;370;11;11;4;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-28;Mantido na Fase atual;Avaliador-31;Promovido de Fase;8,8;5,2;8,8;6,67;Sem limitações;6,1;5,7;3,6;8,9;Não;Não;7,944;10;Fase 6 (2º EM);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-320;2022;Escola Pública;Escola Pública;Escola Pública;RA-320;3;N;2008;14;Feminino;2022;;;Ametista;7,897;INGRESSANTE;INGRESSANTE;OK;170;27;1;3;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-30;Mantido na Fase + Bolsa;Avaliador-31;Promovido de Fase;;Promovido de Fase;8,8;10;6,9;5,62;Sem limitações;6,4;7,3;6,3;5,7;Sim;Sim;8,667;5;Fase 4 (9º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-321;2022;Escola Pública;Escola Pública;Escola Pública;RA-321;3;N;2010;12;Feminino;2022;;;Ametista;7,792;INGRESSANTE;INGRESSANTE;OK;202;30;3;3;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;;Promovido de Fase;9,2;9,1;5,6;6,04;Sem limitações;5,2;5,7;6,2;3,7;Sim;Não;8,278;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-322;2022;Escola Pública;Escola Pública;Escola Pública;RA-322;3;N;2009;13;Feminino;2022;;;Ágata;6,859;INGRESSANTE;INGRESSANTE;OK;536;70;8;3;Avaliador-6;Promovido de Fase;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;;Promovido de Fase;7,1;8,1;5;5,83;Requer avaliação;4,7;4,3;5,7;4;Não;Não;6,778;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-323;2022;Escola Pública;Escola Pública;Escola Pública;RA-323;3;N;2009;13;Masculino;2022;;;Ágata;6,86;INGRESSANTE;INGRESSANTE;OK;535;69;7;3;Avaliador-6;Promovido de Fase;Avaliador-30;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;;Promovido de Fase;9,2;7,3;7,5;5,62;Sem limitações;3,4;7,3;2,5;0,5;Não;Não;6,611;10;Fase 3 (7º e 8º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-324;2022;Escola Pública;Escola Pública;Escola Pública;RA-324;2;A;2012;10;Feminino;2022;;;Topázio;8,27;INGRESSANTE;INGRESSANTE;OK;66;6;1;3;Avaliador-5;Mantido na Fase + Bolsa;Avaliador-2;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;10;9,3;6,9;6,46;Sem limitações;6,8;6,3;7,2;;Sim;Sim;8,611;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-325;2022;Escola Pública;Escola Pública;Escola Pública;RA-325;2;A;2012;10;Masculino;2022;;;Ametista;7,619;INGRESSANTE;INGRESSANTE;OK;265;42;6;3;Avaliador-5;Mantido na Fase + Bolsa;Avaliador-2;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;9,5;6,8;7,5;7,03;Sem limitações;6;6;6;;Sim;Sim;8,444;10;Fase 2 (5º e 6º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-326;2022;Escola Pública;Escola Pública;Escola Pública;RA-326;2;A;2010;12;Feminino;2022;;;Topázio;8,22;INGRESSANTE;INGRESSANTE;OK;80;9;2;3;Avaliador-5;Promovido de Fase + Bolsa;Avaliador-2;Promovido de Fase;Avaliador-15;Promovido de Fase;;;10;9,7;5;6,56;Requer avaliação;9;8,7;9,3;;Sim;Sim;8,944;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-327;2022;Escola Pública;Escola Pública;Escola Pública;RA-327;2;A;2011;11;Masculino;2021;;Ametista;Ágata;6,986;QUEDA;QUEDA;OK;491;72;7;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;8,5;8,8;7,5;5,62;Sem limitações;2,8;2,3;3,2;;Não;Não;7,333;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-328;2022;Escola Pública;Escola Pública;Escola Pública;RA-328;2;A;2010;12;Masculino;2020;Ametista;Ametista;Ágata;6,823;QUEDA;QUEDA;OK;548;86;8;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Promovido de Fase;;;10;7;7,5;8,28;Sem limitações;5,3;4;6,5;;Não;Não;7,5;5;Fase 3 (7º e 8º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-329;2022;Escola Pública;Escola Pública;Escola Pública;RA-329;2;A;2011;11;Masculino;2019;Ametista;Ágata;Ágata;6,313;MANTIDO;MANTIDO;OK;683;126;12;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;7,4;6,9;4,4;6,04;Requer avaliação;5;3;7;;Não;Não;5,778;10;Fase 2 (5º e 6º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-33;2022;Escola Pública;Escola Pública;Escola Pública;RA-33;6;A;2005;17;Feminino;2020;Ágata;Ametista;Quartzo;4,952;QUEDA;QUEDA;OK;824;17;17;4;Avaliador-5;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-28;Mantido na Fase atual;Avaliador-31;Promovido de Fase;0;4,6;7,5;3,12;Sem limitações;4,8;9;1,6;3,7;Não;Não;6;5;Fase 7 (3º EM);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-330;2022;Escola Pública;Escola Pública;Escola Pública;RA-330;2;A;2008;14;Feminino;2018;Ágata;Ágata;Ágata;6,446;MANTIDO;MANTIDO;OK;651;116;11;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;9,5;8,8;7,5;6,46;Sem limitações;2,5;2,3;2,7;;Não;Não;7,056;5;Fase 4 (9º ano);-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-331;2022;Escola Pública;Escola Pública;Escola Pública;RA-331;2;A;2010;12;Feminino;2019;Ametista;Ametista;Ágata;6,636;QUEDA;QUEDA;OK;613;105;10;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Promovido de Fase;;;9;8,7;7,5;5,62;Sem limitações;3,7;2,3;5;;Não;Não;6,944;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-332;2022;Rede Decisão;Escola Privada;Escola Privada;RA-332;2;A;2009;13;Masculino;2017;Ametista;Ametista;Ametista;7,883;MANTIDO;MANTIDO;OK;176;27;5;3;Avaliador-5;Promovido de Fase + Bolsa;Avaliador-2;Promovido de Fase;Avaliador-15;Promovido de Fase;;;9,5;9;8,1;6,25;Sem limitações;7,5;7,5;7,5;;Não;Sim;8,5;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-333;2022;Rede Decisão;Escola Privada;Escola Privada;RA-333;2;A;2008;14;Masculino;2018;Ágata;Quartzo;Quartzo;5,249;MANTIDO;MANTIDO;OK;807;153;13;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;8;5,8;3,8;0;Não indicado;2,9;0,2;5,7;;Não;Não;6,722;5;Fase 4 (9º ano);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-334;2022;Rede Decisão;Escola Privada;Escola Privada;RA-334;2;A;2011;11;Feminino;2019;Topázio;Topázio;Ametista;7,961;QUEDA;QUEDA;OK;151;20;3;3;Avaliador-5;Promovido de Fase + Bolsa;Avaliador-2;Promovido de Fase;Avaliador-15;Promovido de Fase;;;6,9;9,2;4,4;7,97;Não indicado;8;7;9;;Não;Sim;8,722;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-335;2022;Escola Pública;Escola Pública;Escola Pública;RA-335;2;A;2012;10;Masculino;2022;;;Ametista;7,902;INGRESSANTE;INGRESSANTE;OK;168;25;4;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Mantido na Fase atual;Avaliador-15;Mantido na Fase atual;;;9,5;9,4;7,5;8,12;Sem limitações;7,4;5,8;9;;Não;Não;6,833;10;Fase 2 (5º e 6º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-336;2022;Escola Pública;Escola Pública;Escola Pública;RA-336;2;A;2009;13;Masculino;2016;Ametista;Ágata;Ágata;6,787;MANTIDO;MANTIDO;OK;560;87;9;3;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;Avaliador-15;Mantido na Fase atual;;;9,5;8,5;4,4;5,62;Requer avaliação;5,1;4,5;5,7;;Não;Não;7,889;5;Fase 3 (7º e 8º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
